,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image,filename
38766,31335,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Locomotive Men Washed Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/5a9148db7ee989ebec71161638b50604_images.jpg,31335.jpg
24659,55457,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017,Casual,Revlon Rose Dew Super Lustrous Lipstick 407,http://assets.myntassets.com/v1/images/style/properties/Revlon-Rose-Dew-Super-Lustrous-Lipstick-407_50e3e0488853d385be094d423cec0172_images.jpg,55457.jpg
37421,30191,Men,Accessories,Bags,Laptop Bag,Navy Blue,Summer,2012,Casual,Nike Men Navy Blue Manchester United Laptop Bag,http://assets.myntassets.com/v1/images/style/properties/2ae156a9d0779e4f6c2cc3fb98417234_images.jpg,30191.jpg
12382,34104,Boys,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,Doodle Boys Check Black Shirt,http://assets.myntassets.com/v1/images/style/properties/dbfa41bd0f431a28186ca3ac7e2b4fd1_images.jpg,34104.jpg
35293,40019,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,ADIDAS Men Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/62f6874ef978aa673aaf59fb40c6fa5b_images.jpg,40019.jpg
13665,44048,Men,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,2017,Casual,Hugo Men Energise Perfume,http://assets.myntassets.com/v1/images/style/properties/8c4b3f61bd801267eddcb5dff05c4ff5_images.jpg,44048.jpg
3789,9695,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Classic Polo Men Vulcan White Polo Tshirts,http://assets.myntassets.com/v1/images/style/properties/fb528c50c50a3bf5a71db246d9fff878_images.jpg,9695.jpg
35381,5567,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Back Board White Navy Blue Shoe,http://assets.myntassets.com/v1/images/style/properties/0785c996b11bd6b5123b52cede2325d2_images.jpg,5567.jpg
3674,26733,Men,Personal Care,Fragrance,Deodorant,Gold,Spring,2017,Casual,Reebok Men Chennai Super Kings Deo,http://assets.myntassets.com/v1/images/style/properties/3ce4257ab93668af5e880009d91c4888_images.jpg,26733.jpg
3528,28034,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016,Casual,Jockey ELANCE Men Charcoal Grey Y Front Briefs 1006,http://assets.myntassets.com/v1/images/style/properties/d5a8d310098c8c4b3303d9356f8b76f5_images.jpg,28034.jpg
6854,58853,Men,Accessories,Cufflinks,Cufflinks,Black,Summer,2012,Casual,Hakashi Men Black Cufflinks,http://assets.myntassets.com/v1/images/style/properties/Hakashi-Men-Black-Cufflinks_c2854e83adb6819c15cb04f5607756a9_images.jpg,58853.jpg
10234,17758,Men,Footwear,Shoes,Casual Shoes,Tan,Winter,2012,Casual,Buckaroo Men New Gemma Tan Casual Shoe,http://assets.myntassets.com/v1/images/style/properties/b0fa8179d523689f85d0819171e8cfb3_images.jpg,17758.jpg
17594,44103,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017,Casual,Dunhill Men Custom Perfume,http://assets.myntassets.com/v1/images/style/properties/ac15329f1586bb536630c4a807d28651_images.jpg,44103.jpg
15844,39284,Men,Footwear,Sandal,Sandals,Khaki,Winter,2018,Casual,Red Chief Men Khaki Sandals,http://assets.myntassets.com/v1/images/style/properties/4ce780cc8f2e56d1b9428f287ecb2b3e_images.jpg,39284.jpg
13954,10754,Unisex,Footwear,Flip Flops,Flip Flops,Blue,Winter,2012,Casual,Disney Unisex Kids Mickey Star Blue Flip Flops,http://assets.myntassets.com/v1/images/style/properties/3f5462ad32f0cc23e26361070c8488f6_images.jpg,10754.jpg
6828,27350,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,Tantra Women Hippy Purple T-shirt,http://assets.myntassets.com/v1/images/style/properties/b5c17274f82f7b24140ec44fbd8aac18_images.jpg,27350.jpg
4353,2229,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,ADIDAS Men Sunset White Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/fc07f7d59677fbded03366d7049a6712_images.jpg,2229.jpg
31477,24742,Women,Accessories,Bags,Handbags,Green,Winter,2015,Casual,Murcia Women Casual Handbag,http://assets.myntassets.com/v1/images/style/properties/8d0480e7f69b85ca5ae316373d9bd637_images.jpg,24742.jpg
8392,58297,Men,Accessories,Socks,Socks,Charcoal,Summer,2016,Sports,Jockey LCESCBRA Men Pack of 3 Socks 2004,http://assets.myntassets.com/v1/images/style/properties/Jockey-Men-Pack-of-3-Socks_b6c1644c30773fb7ff3be3ee0ba6f101_images.jpg,58297.jpg
25756,8514,Unisex,Accessories,Bags,Backpacks,Grey,Summer,2011,Sports,Nike Unisex Ultimatum Max Grey Backpacks,http://assets.myntassets.com/v1/images/style/properties/4567fbc8ac33d04b0027516daa1fd378_images.jpg,8514.jpg
30248,2394,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018,Casual,Red Tape Men's Casual Black Shoe,http://assets.myntassets.com/v1/images/style/properties/d8cecdd65fe27823e08cc2f73b9351ed_images.jpg,2394.jpg
40683,2691,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,2011,Casual,Disney Kids Boy's Mickey Blue Denim Kidswear,http://assets.myntassets.com/v1/images/style/properties/afec73c71df4c7f38b4ec3b8db63570f_images.jpg,2691.jpg
22971,48948,Men,Accessories,Jewellery,Ring,Steel,Summer,2013,Casual,Revv Men Steel Ring,http://assets.myntassets.com/v1/images/style/properties/744497db8c9b46fab008889f21692057_images.jpg,48948.jpg
39076,31332,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012,Casual,Franco Leone Men Blue Shoes,http://assets.myntassets.com/v1/images/style/properties/7a57eefca4f8a3700776e11f276e3134_images.jpg,31332.jpg
12627,58045,Women,Accessories,Jewellery,Earrings,Gold,Fall,2012,Casual,Rreverie Gold & Pink Earrings,http://assets.myntassets.com/v1/images/style/properties/Rreverie-Gold---Pink-Earrings_d198daa12e242901ee9ace7679dd704a_images.jpg,58045.jpg
37426,11020,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Wrangler Women Pink Freedom Spirit T-shirt,http://assets.myntassets.com/v1/images/style/properties/a667da4458a929de1be1cad93ccc049a_images.jpg,11020.jpg
41877,20613,Women,Accessories,Bags,Handbags,Purple,Winter,2015,Casual,Baggit Women Ishqx Barat Purple Handbag,http://assets.myntassets.com/v1/images/style/properties/531c6835c9b2fecb7eb7dc81bf1432d4_images.jpg,20613.jpg
14046,20763,Women,Footwear,Shoes,Flats,Black,Fall,2011,Casual,Carlton London Women Classy Black Sandals,http://assets.myntassets.com/v1/images/style/properties/9e9436954d8a00cd544714c3f4b46ca8_images.jpg,20763.jpg
21799,54939,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Do u speak green Women Pink T-shirt,http://assets.myntassets.com/v1/images/style/properties/Do-u-speak-green-Women-Pink-T-shirt_4ff57c3a7ed4d8fe35b1b011b7b9cc05_images.jpg,54939.jpg
24949,16105,Women,Accessories,Eyewear,Sunglasses,Purple,Winter,2016,Casual,M tv Women My Fab Eyewear Purple Sunglasses,http://assets.myntassets.com/v1/images/style/properties/c93a5b3a50248f065f4058adecb659e1_images.jpg,16105.jpg
26915,39370,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Helix Women Silver Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Helix-Women-Silver-Dial-Watch_03bd166ab23a3e8118227a1ef912cbbc_images.jpg,39370.jpg
41503,3523,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Myntra Men's I Don't Suffer From Navy Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/0a6aae5e084ffd8e75063889ce45cd43_images.jpg,3523.jpg
36469,11248,Men,Apparel,Bottomwear,Trousers,Khaki,Fall,2011,Formal,Indigo Nation Men Solid Khaki Trousers,http://assets.myntassets.com/v1/images/style/properties/b935e28ea0062358dced1f170af4fa17_images.jpg,11248.jpg
16394,21281,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Allen Solly Women Sunglasses AS166-C3,http://assets.myntassets.com/v1/images/style/properties/Allen-Solly-Women-Funky-Brown-Frame-Sunglassesdb51b7608ae2c0ff43cf737cc7628e8e_images.jpg,21281.jpg
20871,14617,Men,Accessories,Socks,Socks,Cream,Summer,2011,Casual,United Colors of Benetton Men Pack of 3 Cream Socks,http://assets.myntassets.com/v1/images/style/properties/3ef04090397e6371ccd79a7ad3a2a2e3_images.jpg,14617.jpg
25130,31718,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic,Fabindia Women Anusuya Silver Earrings,http://assets.myntassets.com/v1/images/style/properties/d203e990ad49ca564633c9052dda962d_images.jpg,31718.jpg
3772,14053,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Flying Machine Men Check  Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/d96b0e543db1d99144646673a6facdda_images.jpg,14053.jpg
4784,43109,Women,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017,Casual,Paris Hilton Women Fairy Dust Perfume,http://assets.myntassets.com/v1/images/style/properties/7e23f6a15afa981efd10767cff377961_images.jpg,43109.jpg
13812,9535,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Sports,Nike Men Ast 90ss Graphic Grey T-Shirts,http://assets.myntassets.com/v1/images/style/properties/86064e1f2ca744b8e03602fd4031fde2_images.jpg,9535.jpg
20931,35907,Women,Accessories,Bags,Handbags,Green,Summer,2012,Casual,Peperone Women Green Sling Bag,http://assets.myntassets.com/v1/images/style/properties/50dcf4437fca6e7ab2f531c5facff3f4_images.jpg,35907.jpg
15665,47056,Women,Apparel,Bottomwear,Salwar,Purple,Summer,2012,Ethnic,Shree Women Purple & Magenta Jodhpuri Salwar,http://assets.myntassets.com/v1/images/style/properties/b2ba201f681d194c6edd826bb390a502_images.jpg,47056.jpg
16276,21423,Women,Apparel,Topwear,Tops,Black,Winter,2012,Casual,Roxy Women Black Top,http://assets.myntassets.com/v1/images/style/properties/Roxy-Women-Black-Top_3b2466c47b0ffecaee39776884e5d160_images.jpg,21423.jpg
27428,35327,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic,Fabindia Women Anusuya Silver Earrings,http://assets.myntassets.com/v1/images/style/properties/d32eea58adf75847947ada32358b722c_images.jpg,35327.jpg
22246,24652,Women,Accessories,Bags,Handbags,Off White,Winter,2015,Casual,Lino Perros Women Off White Casual Handbag,http://assets.myntassets.com/v1/images/style/properties/7464a85ebff7d05564e6055d127154b0_images.jpg,24652.jpg
35239,39673,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Lotto Men White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/c40fa05e0e653f1d531f1265305a087d_images.jpg,39673.jpg
27053,5400,Women,Footwear,Shoes,Sports Shoes,Blue,Summer,2011,Sports,Kalenji Kiprun 1000l  Blue/grey,http://assets.myntassets.com/v1/images/style/properties/5cca894db4f9be3208a743103ea1e844_images.jpg,5400.jpg
10770,31294,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Puma Men Blank Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/d082d11c905f367ed29db590043c41ae_images.jpg,31294.jpg
30884,59915,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Diva Women Blue Kurta,http://assets.myntassets.com/v1/images/style/properties/DIVA-Women-Blue-Kurti_3dd071d1fd55e5f25842196bd1a3c6ac_images.jpg,59915.jpg
22781,54342,Women,Apparel,Bottomwear,Leggings,Blue,Summer,2012,Casual,BIBA OUTLET Women Blue Premium Cotton Leggings,http://assets.myntassets.com/v1/images/style/properties/BIBA-Women-Blue-Leggings_917b9f6bc1957bf0ecbc64d24581821f_images.jpg,54342.jpg
15433,43298,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2012,Casual,United Colors of Benetton Men Brown Flip Flop,http://assets.myntassets.com/v1/images/style/properties/1f0d79129d14655741defc156b7e5f73_images.jpg,43298.jpg
42139,35303,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic,Fabindia Women Ananya Silver Earrings,http://assets.myntassets.com/v1/images/style/properties/a7a8d32ed5c3dd363a31cdf193a83d49_images.jpg,35303.jpg
2000,2689,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,Inkfruit Women Happy Dolphin Purple T-shirt,http://assets.myntassets.com/v1/images/style/properties/c7d4e31596bbc421597bfdcdfae83c7c_images.jpg,2689.jpg
25727,49859,Unisex,Accessories,Watches,Watches,Blue,Winter,2016,Casual,Q&Q Kids Unisex Blue Digital Watch,http://assets.myntassets.com/v1/images/style/properties/0d84d23e377e3120ede02ea7123d4504_images.jpg,49859.jpg
33402,19227,Men,Accessories,Ties,Ties,Blue,Summer,2011,Formal,United Colors of Benetton Men Check Green Tie,http://assets.myntassets.com/v1/images/style/properties/8c85b3d4a30396c99849b593050e9f8b_images.jpg,19227.jpg
2803,28653,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Nike Men Air Max Quarter Black Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/c8b170a1d0ddd0a42661ea8b20244c99_images.jpg,28653.jpg
20808,6293,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,Classic Polo Men's Swiss Purple T-shirt,http://assets.myntassets.com/v1/images/style/properties/c972cda090bcae9b89165dc639ab139e_images.jpg,6293.jpg
12732,21079,Men,Footwear,Shoes,Casual Shoes,Brown,Spring,2012,Casual,Clarks Men Supa Step Brown Casual Shoe,http://assets.myntassets.com/v1/images/style/properties/d3a2f42ef6bf5f8a3f02f517ce2ed14f_images.jpg,21079.jpg
11882,54610,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016,Casual,Jockey ELANCE Men Navy Briefs 1009,http://assets.myntassets.com/assets/images/54610/2016/5/26/11464263987784-Jockey-Men-Grey-Briefs-3071464263987630-1.jpg,54610.jpg
8420,52130,Girls,Apparel,Dress,Dresses,Blue,Summer,2012,Casual,Doodle Girls Blue Printed Dress,http://assets.myntassets.com/v1/images/style/properties/abb64251bc6bf52e4a3b855bc4edb4dd_images.jpg,52130.jpg
7375,32417,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Sports,ADIDAS Men White Jersey,http://assets.myntassets.com/v1/images/style/properties/85887eeaf17471c07c69461fb33c59bd_images.jpg,32417.jpg
38105,55395,Women,Personal Care,Eyes,Mascara,Black,Spring,2017,Casual,Revlon Double Twist  Blackest Black Volumizing Mascara 1954-01,http://assets.myntassets.com/v1/images/style/properties/Revlon-Double-Twist-Blackest-Black-Volumizing-Mascara-1954-01_956883280478a5f1ba7683c9976be4d6_images.jpg,55395.jpg
24676,17286,Men,Apparel,Topwear,Tshirts,Grey Melange,Fall,2011,Casual,U.S. Polo Assn. Men Solid Grey  Melange Polo Tshirt,http://assets.myntassets.com/v1/images/style/properties/d2cd569e3264d68fb1de22c3f222a709_images.jpg,17286.jpg
21536,15364,Men,Footwear,Sandal,Sandals,Brown,Summer,2013,Casual,Red Tape Men Casual Brown Sandals,http://assets.myntassets.com/v1/images/style/properties/392f6df047b84476d8ad4f9f4a5bd784_images.jpg,15364.jpg
37716,2916,Women,Apparel,Topwear,Tops,Yellow,Fall,2010,Casual,DUSG Women Reuse Reduce Bamboo Yellow Top,http://assets.myntassets.com/v1/images/style/properties/14c53c67150b86c3ffd4c64f2c633802_images.jpg,2916.jpg
29725,18783,Men,Accessories,Ties,Ties,Blue,Summer,2011,Formal,Peter England Men Elite Blue Tie,http://assets.myntassets.com/v1/images/style/properties/c771d109ee621c229e38b9d935bc2c92_images.jpg,18783.jpg
38991,14623,Men,Apparel,Topwear,Shirts,Grey,Fall,2011,Casual,United Colors of Benetton Men Check Grey Shirts,http://assets.myntassets.com/v1/images/style/properties/276f36d3c22395f15747d4a457e54cac_images.jpg,14623.jpg
14436,21226,Men,Apparel,Topwear,Tshirts,Brown,Summer,2013,Casual,Basics Men Brown Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/Basics-Men-Brown-Polo-T-shirt_f484adf5b3eecb1c917e28171371c385_images.jpg,21226.jpg
30080,56308,Women,Apparel,Innerwear,Briefs,Red,Winter,2015,Casual,Biara Women Maroon Briefs,http://assets.myntassets.com/v1/images/style/properties/Biara-Women-Maroon-Briefs_aea1582bc1d6729d59f521dfcc2eb608_images.jpg,56308.jpg
24459,5605,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2012,Casual,Nike Me Chroma Brown Flip Flop,http://assets.myntassets.com/v1/images/style/properties/dcddfdeb6e6ce8f9d40211440dca8370_images.jpg,5605.jpg
14653,43032,Men,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Scullers Men White & Navy Blue Check Shirt,http://assets.myntassets.com/v1/images/style/properties/a1d011001cc3f46ecbee96751e738a17_images.jpg,43032.jpg
13022,25886,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015,Travel,American Tourister Unisex Blue Wanderer Pro Backpack,http://assets.myntassets.com/v1/images/style/properties/AMERICAN-TOURISTER-Unisex-Backpacks_2bc01ec9de1f8f0f687a7b748b67d335_images.jpg,25886.jpg
24172,14897,Women,Accessories,Wallets,Wallets,Purple,Summer,2011,Casual,United Colors of Benetton Women Solid Purple Wallets,http://assets.myntassets.com/v1/images/style/properties/7a5eb5b3ac3029acde1b621937c82923_images.jpg,14897.jpg
27429,30467,Women,Apparel,Innerwear,Bra,White,Summer,2014,Casual,Lovable Women All Day Long White Bra,http://assets.myntassets.com/v1/images/style/properties/df6b5ecdbc513936face3f656eedbbd2_images.jpg,30467.jpg
43829,8702,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Fastrack Women Basics Brown Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Fastrack-Women-Basics-Brown-Sunglasses99dd37bba1b5ea0087d944df4aa4d8ec_images.jpg,8702.jpg
32333,3624,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual,Puma Men Argon Black Red Sandal,http://assets.myntassets.com/v1/images/style/properties/5be2f2fb4818e3750c9d0a08e93f835a_images.jpg,3624.jpg
40049,32941,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,ADIDAS Neo Men Lascelle Black Shoes,http://assets.myntassets.com/v1/images/style/properties/a8e018051e8cced06466873edca537fa_images.jpg,32941.jpg
5128,14832,Men,Accessories,Belts,Belts,Black,Summer,2011,Casual,United Colors of Benetton Men Solid Black Belts,http://assets.myntassets.com/v1/images/style/properties/1fc45b5a9133183a866a5a7387ae586b_images.jpg,14832.jpg
36884,13347,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Spykar Women Washed Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/d762529f93a848ddb0c266a0b41a0ecc_images.jpg,13347.jpg
6076,13154,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Puma Men Scribble Black Tshirts,http://assets.myntassets.com/v1/images/style/properties/e0ce6bb4b22b41e620d8ed6ca0909980_images.jpg,13154.jpg
15424,5994,Men,Apparel,Topwear,Shirts,Grey,Summer,2011,Casual,Highlander Men Grey Checked Slim Fit Shirt,http://assets.myntassets.com/v1/images/style/properties/fe515a4f09932b7d7c61032c2507f859_images.jpg,5994.jpg
38517,13117,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual,Numero Uno Men Black Shoes,http://assets.myntassets.com/v1/images/style/properties/242e23b9b8b6b9fe1870949e52636814_images.jpg,13117.jpg
31888,56336,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Black Watch,http://assets.myntassets.com/v1/images/style/properties/Fastrack-Men-Black-Watch_879fece599ee96d65d030df036c0d693_images.jpg,56336.jpg
5850,53489,Women,Apparel,Innerwear,Bra,White,Winter,2015,Sports,Amante White Sports Bra BCST22,http://assets.myntassets.com/v1/images/style/properties/Amante-White-Sports-Bra_fa09d54bdc7892225541296b600a5e3d_images.jpg,53489.jpg
28252,27593,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Scullers Men Navy Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/04eff9c48cf551b3d9dca21a7aba00a1_images.jpg,27593.jpg
22672,18400,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011,Casual,Skechers Men Fusion Grey Shoe,http://assets.myntassets.com/v1/images/style/properties/66f89165b6125dd67bcaf9dc059050f4_images.jpg,18400.jpg
12004,43005,Men,Footwear,Sandal,Sandals,Olive,Fall,2012,Casual,Nike Men Olive Sandals,http://assets.myntassets.com/v1/images/style/properties/Nike-Men-Olive-Sandals_08a5fc0eba4dd36cff72998782c1ee08_images.jpg,43005.jpg
17471,15103,Women,Apparel,Topwear,Kurtas,Red,Fall,2011,Ethnic,Mother Earth Women Printed Red Kurtas,http://assets.myntassets.com/v1/images/style/properties/d1b64b7703596a3d6216306f01003433_images.jpg,15103.jpg
7637,5772,Women,Apparel,Topwear,Tops,Purple,Summer,2011,Casual,Jealous 21 Women's Purple Graphic Top,http://assets.myntassets.com/v1/images/style/properties/2560f1906b94e0270312591b7bb5e76b_images.jpg,5772.jpg
7509,18727,Women,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011,Casual,Arrow Woman Venetia Navy Blue Sweater,http://assets.myntassets.com/v1/images/style/properties/dd31ab8991c1aac2e5469038318f2b0f_images.jpg,18727.jpg
